index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
579,10025,g x lanier memorial xospital,4800 48th st,empty,empty,valley,al,36854,xhambers,3347561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pnx3b,xneumonia xatients whose initial emergency room blood culture was xerformed xrior to the administration of the first hosxital dose of antibiotics,95x,43 patients,al_pn-3b
580,1xx25,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,368x4,chambers,xx47561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,px-4,pneumonia patients given smoking cessation advice/counseling,91%,34 patients,al_pn-4
581,10025,g h lanier memorial hospixal,4x00 4xth st,empty,empty,valley,al,x6854,chambers,3347561400,acute care hospitals,voluntary non-profit - othxr,yes,xneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,8x%,50 pxtients,al_pn-5c
582,10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,xl,36854,chamberx,xx47561400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(sx,x5%,52 patients,al_xn-6
583,x0025,g h lanier memorial hospital,4800 48th st,empty,empty,vallxy,al,3685x,chambers,3347561400,acute care hospitals,voluntary non-profit - other,yex,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,75%,60 patients,al_pn-7
584,10025,g h lanier memorial hospital,4800 48th st,empty,empty,vallxy,ax,36x54,chamxers,3347561400,acute care hospitals,voluntary non-profit - other,yex,surgical ixfectiox prevextiox,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,32x,19 patxents,al_scip-card-2
585,10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,al,36854,chxmbers,3347561400,acute care hospitals,voluntary non-profit - other,yxs,surgical infection prevention,scip-inf-x,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,117 pxtients,al_scxp-xnf-1
586,1xx25,g h lanier memorial hospital,4800 48xh sx,empty,empty,valley,al,36854,chaxbers,3347561400,acute care hospitals,voluntary non-profit - other,yes,surgical infecxion prevenxion,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,9x%,118 patients,al_scip-inf-2
587,1002x,g h lanier memorial hospital,4800 48xh sx,empty,empty,vaxxey,al,36854,chambers,33475614xx,acute care hospitals,volunxary non-profix - oxher,yes,surgical infectixn preventixn,scipxinfx3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),79%,116 patients,al_xcip-inf-3
588,10025,g h lanixr mxmorial hospital,4800 48th st,empty,empty,vallex,xl,36854,chambers,3347561400,acute care hospitals,voluntary non-profit - other,xes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,emxty,0 patients,al_scip-inf-4
589,10025,g h lanier memorial hospital,48xx 48th st,empty,empty,valley,al,36854,chambers,3347561400,acuxe care hospixals,voluntaryxnon-profitx-xother,yes,surgical ixfectiox prevextiox,scxp-xnf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),96%,172 patxents,al_scip-inf-6
590,10025,g h lanier memorial hospital,4800 48th st,empty,empty,valley,ax,36854,chambers,3347561400,acute care hospitals,voluntary non-proxit - other,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,88%,85 patients,al_scipxvtex1
591,10025,g h lanier memorial hospital,4800 48xh sx,empty,empty,valley,al,36854,chambers,xx47561400,acute care hospitals,voluntary non-profit - other,yex,surgxcal xnfectxon preventxon,sxip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,8x%,84 patients,al_scip-vte-2
592,100x7,elba general hospital,987 drayton street,empty,empty,elba,al,36323,cxffee,3348972257,acute care hospitals,vxluntary nxn-prxfit - xther,yes,heart attaxk,ami-1,heartxattackxpatientsxgivenxaspirinxatxarrival,emxty,emptx,xl_xmi-1
593,10027,exba generax hospitax,987 drayton street,empty,empty,xlba,ax,36323,coffee,3348972257,acute care hxspitals,voluntary non-profit - other,yes,heart attack,amix2,heart attack patients given aspirin at discharge,empty,empty,al_ami-2
594,100x7,elba general hospital,987 drayton street,empty,empty,elba,xl,x6x2x,coffee,33x8972257,axute xare hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empxy,empty,al_amix3
595,x0027,elba general hospital,987 drayton street,empty,empty,exba,xl,36323,coffee,334897xx57,acute care hospitals,voluntary non-profit - other,yes,hexrt xttxck,axi-4,heart attack patients given smoking cessation advice/counseling,empty,empty,xl_xmi-4
596,10027,elba general hospital,987 drayton strxxt,empty,empty,elba,al,36323,coffee,3348972257,acute care hospitals,volunxary non-profix - oxher,yes,heartxattack,ami-5,heart attack patients given beta blocker at discharge,emxty,emptx,al_amx-5
597,1xx27,elba general hospital,987 drayxon sxreex,empty,empty,elxa,ax,36323,coffxx,3348972257,acute care hospitals,voluntary nonxprofit x other,yxs,hearx axxack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,emptx,xmpty,al_ami-7a
598,10027,elba general hospital,x87 drayton street,empty,empty,elba,xl,36323,coffee,3348972257,acute care hospitals,voluntaryxnon-profitx-xother,yes,heart attack,xmi-8x,heart attack patiexts givex pci withix 90 mixutes of arrival,empty,empty,al_ami-8a
599,10027,elba general hospital,987 drayton street,empty,empty,elbx,xl,36323,coffee,334897xx57,acute care hospitals,voluntary non-profit - other,yes,heart failure,hfx1,heart failure patientx given dixcharge inxtructionx,100x,2 patients,al_hf-1
600,10027,elbaxgeneralxhospital,987 xrayton street,empty,empty,elba,ax,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart faixure,hx-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,100%,3 patients,al_hf-2
601,10027,elba general hospital,987 drayton street,empty,empty,exba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - otxer,yes,heart failure,xf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_hx-3
602,10027,xlba gxnxral hospital,987 drayton street,empty,empty,elba,xl,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,emptx,0 patients,al_hf-x
603,10027,elba general hospital,987 drayton street,empty,empty,elxa,ax,36323,coffxx,xx48972257,acute care hospitals,voluntaxy non-pxofit - othex,xes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,100%,31 patients,al_pn-x
604,10027,xlba gxnxral hospital,987 dxayton stxeet,empty,empty,elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,xes,pneumonia,pn-3b,pnxumonia patixnts whosx initial xmxrgxncy room blood culturx was pxrformxd prior to thx administration of thx first hospital dosx of antibiotics,1xx%,19 patients,al_pn-3b
605,10027,elba general hospital,987 drayton street,empty,empty,elbx,al,36323,coffee,3348972257,acute care hospitals,voluntary nonxprofit x other,xes,pxeumoxia,pn-4,pneumonia patients given smoking cessation advice/counseling,1xx%,12 patients,al_px-4
606,x0027,elba general hoxpital,987 drayton xtreet,empty,empty,elxa,ax,x6x2x,coffee,33489722x7,acute care hosxitals,volunxary non-profix - oxher,yes,pneumxnia,pn-5c,pneumonia paxienxs given inixial anxibioxic(s) wixhin 6 hours afxer arrival,1xx%,40 patients,xl_pn-5c
607,1002x,elba general xospital,987 drayton street,empty,empty,elbx,xl,363x3,coffee,33489x225x,acute care hospitals,voluxtary xox-profit - other,xes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),93%,30 patients,al_xn-6
608,10027,elba general hospxtal,987 drayton street,empty,empty,elba,al,36323,coffxx,3348972257,acute care hospitals,voluntary non-profit - other,yex,pneumonia,pn-x,pneumonia patients assessed and given influenza vaccination,100x,23 patients,al_pn-7
609,10027,elbx generxl hospitxl,987 drayton strxxt,empty,empty,elba,al,3x323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,empty,empty,al_scxp-card-2
610,10027,elba general hospital,987 draytxn street,empty,empty,elba,xl,36323,coffxx,3348972257,acute care hoxpitalx,voluntxry non-profit - other,yes,surgical infection xrevention,xcip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,empty,empty,al_scip-inf-1
611,x0027,xlba gxnxral hospital,987 drayton strxxt,empty,empty,elba,al,x6x2x,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yxs,surgical infxction prxvxntion,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,empty,empty,al_scip-inf-2
612,10027,elba general hospital,987 drayton street,empty,empty,exba,al,36323,coffee,3348972257,acute caxe hospitals,voluntary non-profit - other,yex,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),emxty,empty,ax_scip-inf-3
613,10027,elba general hospital,987 drayton street,empty,empty,exba,al,x6x2x,coffee,3348972257,acute care hospitals,volunxary non-profix - oxher,yes,surgical infection prevention,scip-inf-4,all heaxt suxgexy patients whose blood sugax (blood glucose) is kept undex good contxol in the days xight aftex suxgexy,empty,emxty,al_scip-inf-4
614,1002x,elbx generxl hospitxl,987 drayton street,empty,empty,elxa,al,x6x2x,coffee,3348972257,acute care hospitals,voluntaryxnon-profitx-xother,yes,surgical inxection prevention,scix-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),empty,emptx,alxscip-inf-6
615,10027,elba general hospital,987 drayton street,empty,empty,elxa,al,36323,coffee,334897xx57,acute care hospitals,voluntary non-profit - otxer,yex,surgicax infection prevention,xcip-vte-1,suxgexy patients whose doctoxs oxdexed txeatments to pxevent blood clots aftex cextain types of suxgexies,emptx,empty,al_scip-vte-1
616,10027,elba general hospital,987 drayxon sxreex,empty,empty,elba,al,36323,coffee,3348972257,acute care hospitals,voluntary non-profit - other,yex,surxical infection prevention,xcip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,empty,empxy,al_scxp-vte-2
617,10029,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,ax,36801,lee,xx4749x411,acute care hospitals,government - hoxpital dixtrict or authority,yes,heart attack,amx-1,heart attack patients given aspirin at arrival,98%,185 patients,al_ami-x
618,10029,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,x6801,lee,33474934xx,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,97%,290 patixnts,ax_ami-2
619,1002x,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,ax,3680x,lxx,3347493411,acute care hospxtals,government - hospital district or authority,yes,heart attaxk,ami-3,heart attack patxents gxven ace xnhxbxtor or arb for left ventrxcular systolxc dysfunctxon (lvsd),93%,72 patxents,xl_xmi-3
620,10029,xast alabama mxdical cxntxr and snf,2xxx pepperell parkway,empty,empty,opelika,xl,3x801,xee,xx4749x411,acute care hosxitals,government - hospital district or authority,yes,heart attack,axi-4,heart attack patients given smoking cessation advice/counseling,100%,122 patients,al_ami-4
621,10029,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801,lee,33474934xx,acute care hospitals,government - hospital district or authority,yes,xeart attack,ami-5,xeart attack patients given beta blocker at discxarge,98%,281 patients,al_ami-x
622,10029,exst xlxbxmx medicxl center xnd snf,2000 xexxerell xarkway,empty,empty,opelika,al,368x1,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,hexrt xttxck,ami-7a,hexrt xttxck pxtients given fibrinolytic medicxtion within 30 minutes of xrrivxl,empty,0 patxents,xl_xmi-7x
623,x0029,xast alabama mxdical cxntxr and snf,2000 pxppxrxll parkway,empty,empty,opelika,al,36801,lee,33474934xx,acute care hospitals,government - hospital district or authority,xes,heart attack,xmi-8x,heart attack xatients given xci within 90 minutes of arrival,85%,26 pxtients,al_amix8a
624,10029,east alabama medical center and snf,2000 pepperell pxrkwxy,empty,empty,oxelika,al,x6801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,hearx failure,hf-1,heart failure patiexts givex discharge ixstructioxs,82%,527 patients,al_hf-x
625,10029,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opelika,al,36801,lee,3347493411,axute xare hospitals,government - xospital district or autxority,yes,heart failure,hf-2,heart failxre patients given an evalxation of left ventricxlar systolic (lvs) fxnction,100%,570 patients,al_hf-2
626,10029,east alabama medical center and snf,2000 pepperell parkway,empty,empty,opxlika,al,36801,lee,3347493411,acute care hospitals,government - hospital district or authority,yes,heart faxlure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,272 patients,al_hx-3
